id,season_id,round,position,points,wins
1,1,7,1,30.0,3
2,1,7,2,27.0,3
3,1,7,3,24.0,0
4,1,7,4,13.0,0
5,1,7,5,11.0,0
6,1,7,6,9.0,1
7,1,7,7,6.0,0
8,1,7,8,5.0,0
9,1,7,9,4.0,0
10,1,7,10,4.0,0
11,1,7,11,4.0,0
12,1,7,12,4.0,0
13,1,7,13,3.0,0
14,1,7,14,3.0,0
15,1,7,15,3.0,0
16,1,7,16,3.0,0
17,1,7,17,3.0,0
18,1,7,18,3.0,0
19,1,7,19,2.0,0
20,1,7,20,1.0,0
21,1,7,21,1.0,0
22,1,7,22,1.0,0
23,1,7,,0.0,0
24,1,7,,0.0,0
25,1,7,,0.0,0
26,1,7,,0.0,0
27,1,7,,0.0,0
28,1,7,,0.0,0
29,1,7,,0.0,0
30,1,7,,0.0,0
31,1,7,,0.0,0
32,1,7,,0.0,0
33,1,7,,0.0,0
34,1,7,,0.0,0
35,1,7,,0.0,0
36,1,7,,0.0,0
37,1,7,,0.0,0
38,1,7,,0.0,0
39,1,7,,0.0,0
40,1,7,,0.0,0
41,1,7,,0.0,0
42,1,7,,0.0,0
43,1,7,,0.0,0
44,1,7,,0.0,0
45,1,7,,0.0,0
46,1,7,,0.0,0
47,1,7,,0.0,0
48,1,7,,0.0,0
49,1,7,,0.0,0
50,1,7,,0.0,0
51,1,7,,0.0,0
52,1,7,,0.0,0
53,1,7,,0.0,0
54,1,7,,0.0,0
55,1,7,,0.0,0
56,1,7,,0.0,0
57,1,7,,0.0,0
58,1,7,,0.0,0
59,1,7,,0.0,0
60,1,7,,0.0,0
61,1,7,,0.0,0
62,1,7,,0.0,0
63,1,7,,0.0,0
64,1,7,,0.0,0
65,1,7,,0.0,0
66,1,7,,0.0,0
67,1,7,,0.0,0
68,1,7,,0.0,0
69,1,7,,0.0,0
70,1,7,,0.0,0
71,1,7,,0.0,0
72,1,7,,0.0,0
73,1,7,,0.0,0
74,1,7,,0.0,0
75,1,7,,0.0,0
76,1,7,,0.0,0
77,1,7,,0.0,0
78,1,7,,0.0,0
79,1,7,,0.0,0
80,1,7,,0.0,0
81,1,7,,0.0,0
82,2,8,1,31.0,3
83,2,8,2,25.0,2
84,2,8,3,24.0,1
85,2,8,4,19.0,1
86,2,8,5,15.0,0
87,2,8,6,10.0,0
88,2,8,7,9.0,1
89,2,8,8,7.0,0
90,2,8,9,6.0,0
91,2,8,10,5.0,0
92,2,8,11,4.0,1
93,2,8,12,3.0,0
94,2,8,13,3.0,0
95,2,8,14,3.0,0
96,2,8,15,2.0,0
97,2,8,16,2.0,0
98,2,8,17,2.0,0
99,2,8,18,2.0,0
100,2,8,19,2.0,0
101,2,8,,0.0,0
102,2,8,,0.0,0
103,2,8,,0.0,0
104,2,8,,0.0,0
105,2,8,,0.0,0
106,2,8,,0.0,0
107,2,8,,0.0,0
108,2,8,,0.0,0
109,2,8,,0.0,0
110,2,8,,0.0,0
111,2,8,,0.0,0
112,2,8,,0.0,0
113,2,8,,0.0,0
114,2,8,,0.0,0
115,2,8,,0.0,0
116,2,8,,0.0,0
117,2,8,,0.0,0
118,2,8,,0.0,0
119,2,8,,0.0,0
120,2,8,,0.0,0
121,2,8,,0.0,0
122,2,8,,0.0,0
123,2,8,,0.0,0
124,2,8,,0.0,0
125,2,8,,0.0,0
126,2,8,,0.0,0
127,2,8,,0.0,0
128,2,8,,0.0,0
129,2,8,,0.0,0
130,2,8,,0.0,0
131,2,8,,0.0,0
132,2,8,,0.0,0
133,2,8,,0.0,0
134,2,8,,0.0,0
135,2,8,,0.0,0
136,2,8,,0.0,0
137,2,8,,0.0,0
138,2,8,,0.0,0
139,2,8,,0.0,0
140,2,8,,0.0,0
141,2,8,,0.0,0
142,2,8,,0.0,0
143,2,8,,0.0,0
144,2,8,,0.0,0
145,2,8,,0.0,0
146,2,8,,0.0,0
147,2,8,,0.0,0
148,2,8,,0.0,0
149,2,8,,0.0,0
150,2,8,,0.0,0
151,2,8,,0.0,0
152,2,8,,0.0,0
153,2,8,,0.0,0
154,2,8,,0.0,0
155,2,8,,0.0,0
156,2,8,,0.0,0
157,2,8,,0.0,0
158,2,8,,0.0,0
159,2,8,,0.0,0
160,2,8,,0.0,0
161,2,8,,0.0,0
162,2,8,,0.0,0
163,2,8,,0.0,0
164,2,8,,0.0,0
165,2,8,,0.0,0
166,3,8,1,36.0,6
167,3,8,2,24.0,0
168,3,8,3,22.0,1
169,3,8,4,10.0,0
170,3,8,5,10.0,0
171,3,8,6,9.0,0
172,3,8,7,8.0,1
173,3,8,8,8.0,0
174,3,8,9,6.5,0
175,3,8,10,6.0,0
176,3,8,11,6.0,0
177,3,8,12,4.0,0
178,3,8,13,3.0,0
179,3,8,14,3.0,0
180,3,8,15,3.0,0
181,3,8,16,2.0,0
182,3,8,17,2.0,0
183,3,8,18,2.0,0
184,3,8,19,2.0,0
185,3,8,20,2.0,0
186,3,8,21,2.0,0
187,3,8,22,1.0,0
188,3,8,,0.0,0
189,3,8,,0.0,0
190,3,8,,0.0,0
191,3,8,,0.0,0
192,3,8,,0.0,0
193,3,8,,0.0,0
194,3,8,,0.0,0
195,3,8,,0.0,0
196,3,8,,0.0,0
197,3,8,,0.0,0
198,3,8,,0.0,0
199,3,8,,0.0,0
200,3,8,,0.0,0
201,3,8,,0.0,0
202,3,8,,0.0,0
203,3,8,,0.0,0
204,3,8,,0.0,0
205,3,8,,0.0,0
206,3,8,,0.0,0
207,3,8,,0.0,0
208,3,8,,0.0,0
209,3,8,,0.0,0
210,3,8,,0.0,0
211,3,8,,0.0,0
212,3,8,,0.0,0
213,3,8,,0.0,0
214,3,8,,0.0,0
215,3,8,,0.0,0
216,3,8,,0.0,0
217,3,8,,0.0,0
218,3,8,,0.0,0
219,3,8,,0.0,0
220,3,8,,0.0,0
221,3,8,,0.0,0
222,3,8,,0.0,0
223,3,8,,0.0,0
224,3,8,,0.0,0
225,3,8,,0.0,0
226,3,8,,0.0,0
227,3,8,,0.0,0
228,3,8,,0.0,0
229,3,8,,0.0,0
230,3,8,,0.0,0
231,3,8,,0.0,0
232,3,8,,0.0,0
233,3,8,,0.0,0
234,3,8,,0.0,0
235,3,8,,0.0,0
236,3,8,,0.0,0
237,3,8,,0.0,0
238,3,8,,0.0,0
239,3,8,,0.0,0
240,3,8,,0.0,0
241,3,8,,0.0,0
242,3,8,,0.0,0
243,3,8,,0.0,0
244,3,8,,0.0,0
245,3,8,,0.0,0
246,3,8,,0.0,0
247,3,8,,0.0,0
248,3,8,,0.0,0
249,3,8,,0.0,0
250,3,8,,0.0,0
251,3,8,,0.0,0
252,3,8,,0.0,0
253,3,8,,0.0,0
254,3,8,,0.0,0
255,3,8,,0.0,0
256,3,8,,0.0,0
257,3,8,,0.0,0
258,3,8,,0.0,0
259,3,8,,0.0,0
260,3,8,,0.0,0
261,3,8,,0.0,0
262,3,8,,0.0,0
263,3,8,,0.0,0
264,3,8,,0.0,0
265,3,8,,0.0,0
266,4,9,1,34.5,5
267,4,9,2,28.0,1
268,4,9,3,26.0,1
269,4,9,4,19.0,1
270,4,9,5,17.0,0
271,4,9,6,13.5,0
272,4,9,7,9.0,1
273,4,9,8,7.0,0
274,4,9,9,6.5,0
275,4,9,10,6.0,0
276,4,9,11,4.0,0
277,4,9,12,4.0,0
278,4,9,13,2.0,0
279,4,9,14,2.0,0
280,4,9,15,2.0,0
281,4,9,16,2.0,0
282,4,9,17,2.0,0
283,4,9,18,1.5,0
284,4,9,19,1.5,0
285,4,9,,0.0,0
286,4,9,,0.0,0
287,4,9,,0.0,0
288,4,9,,0.0,0
289,4,9,,0.0,0
290,4,9,,0.0,0
291,4,9,,0.0,0
292,4,9,,0.0,0
293,4,9,,0.0,0
294,4,9,,0.0,0
295,4,9,,0.0,0
296,4,9,,0.0,0
297,4,9,,0.0,0
298,4,9,,0.0,0
299,4,9,,0.0,0
300,4,9,,0.0,0
301,4,9,,0.0,0
302,4,9,,0.0,0
303,4,9,,0.0,0
304,4,9,,0.0,0
305,4,9,,0.0,0
306,4,9,,0.0,0
307,4,9,,0.0,0
308,4,9,,0.0,0
309,4,9,,0.0,0
310,4,9,,0.0,0
311,4,9,,0.0,0
312,4,9,,0.0,0
313,4,9,,0.0,0
314,4,9,,0.0,0
315,4,9,,0.0,0
316,4,9,,0.0,0
317,4,9,,0.0,0
318,4,9,,0.0,0
319,4,9,,0.0,0
320,4,9,,0.0,0
321,4,9,,0.0,0
322,4,9,,0.0,0
323,4,9,,0.0,0
324,4,9,,0.0,0
325,4,9,,0.0,0
326,4,9,,0.0,0
327,4,9,,0.0,0
328,4,9,,0.0,0
329,4,9,,0.0,0
330,4,9,,0.0,0
331,4,9,,0.0,0
332,4,9,,0.0,0
333,4,9,,0.0,0
334,4,9,,0.0,0
335,4,9,,0.0,0
336,4,9,,0.0,0
337,4,9,,0.0,0
338,4,9,,0.0,0
339,4,9,,0.0,0
340,4,9,,0.0,0
341,4,9,,0.0,0
342,4,9,,0.0,0
343,4,9,,0.0,0
344,4,9,,0.0,0
345,4,9,,0.0,0
346,4,9,,0.0,0
347,4,9,,0.0,0
348,4,9,,0.0,0
349,4,9,,0.0,0
350,4,9,,0.0,0
351,4,9,,0.0,0
352,4,9,,0.0,0
353,4,9,,0.0,0
354,4,9,,0.0,0
355,4,9,,0.0,0
356,4,9,,0.0,0
357,4,9,,0.0,0
358,4,9,,0.0,0
359,4,9,,0.0,0
360,4,9,,0.0,0
361,4,9,,0.0,0
362,4,9,,0.0,0
363,4,9,,0.0,0
364,4,9,,0.0,0
365,4,9,,0.0,0
366,5,9,1,42.0,6
367,5,9,2,25.14,1
368,5,9,3,24.64,1
369,5,9,4,17.0,0
370,5,9,5,12.0,0
371,5,9,6,8.0,1
372,5,9,7,8.0,0
373,5,9,8,6.0,0
374,5,9,9,6.0,0
375,5,9,10,6.0,0
376,5,9,11,6.0,0
377,5,9,12,5.0,0
378,5,9,13,4.14,0
379,5,9,14,4.14,0
380,5,9,15,4.0,0
381,5,9,16,4.0,0
382,5,9,17,3.0,0
383,5,9,18,2.0,0
384,5,9,19,2.0,0
385,5,9,20,2.0,0
386,5,9,21,2.0,0
387,5,9,22,2.0,0
388,5,9,23,1.5,0
389,5,9,24,1.5,0
390,5,9,25,1.14,0
391,5,9,26,0.14,0
392,5,9,,0.0,0
393,5,9,,0.0,0
394,5,9,,0.0,0
395,5,9,,0.0,0
396,5,9,,0.0,0
397,5,9,,0.0,0
398,5,9,,0.0,0
399,5,9,,0.0,0
400,5,9,,0.0,0
401,5,9,,0.0,0
402,5,9,,0.0,0
403,5,9,,0.0,0
404,5,9,,0.0,0
405,5,9,,0.0,0
406,5,9,,0.0,0
407,5,9,,0.0,0
408,5,9,,0.0,0
409,5,9,,0.0,0
410,5,9,,0.0,0
411,5,9,,0.0,0
412,5,9,,0.0,0
413,5,9,,0.0,0
414,5,9,,0.0,0
415,5,9,,0.0,0
416,5,9,,0.0,0
417,5,9,,0.0,0
418,5,9,,0.0,0
419,5,9,,0.0,0
420,5,9,,0.0,0
421,5,9,,0.0,0
422,5,9,,0.0,0
423,5,9,,0.0,0
424,5,9,,0.0,0
425,5,9,,0.0,0
426,5,9,,0.0,0
427,5,9,,0.0,0
428,5,9,,0.0,0
429,5,9,,0.0,0
430,5,9,,0.0,0
431,5,9,,0.0,0
432,5,9,,0.0,0
433,5,9,,0.0,0
434,5,9,,0.0,0
435,5,9,,0.0,0
436,5,9,,0.0,0
437,5,9,,0.0,0
438,5,9,,0.0,0
439,5,9,,0.0,0
440,5,9,,0.0,0
441,5,9,,0.0,0
442,5,9,,0.0,0
443,5,9,,0.0,0
444,5,9,,0.0,0
445,5,9,,0.0,0
446,5,9,,0.0,0
447,5,9,,0.0,0
448,5,9,,0.0,0
449,5,9,,0.0,0
450,5,9,,0.0,0
451,5,9,,0.0,0
452,5,9,,0.0,0
453,5,9,,0.0,0
454,5,9,,0.0,0
455,5,9,,0.0,0
456,5,9,,0.0,0
457,5,9,,0.0,0
458,5,9,,0.0,0
459,5,9,,0.0,0
460,5,9,,0.0,0
461,5,9,,0.0,0
462,6,7,1,40.0,4
463,6,7,2,23.0,1
464,6,7,3,12.0,0
465,6,7,4,10.0,1
466,6,7,5,9.0,0
467,6,7,6,9.0,0
468,6,7,7,8.0,1
469,6,7,8,7.0,0
470,6,7,9,6.0,0
471,6,7,10,6.0,0
472,6,7,11,5.0,0
473,6,7,12,4.0,0
474,6,7,13,3.0,0
475,6,7,14,3.0,0
476,6,7,15,3.0,0
477,6,7,16,3.0,0
478,6,7,17,2.0,0
479,6,7,18,2.0,0
480,6,7,19,2.0,0
481,6,7,20,2.0,0
482,6,7,21,1.33,0
483,6,7,22,1.0,0
484,6,7,23,1.0,0
485,6,7,24,1.0,0
486,6,7,25,1.0,0
487,6,7,,0.0,0
488,6,7,,0.0,0
489,6,7,,0.0,0
490,6,7,,0.0,0
491,6,7,,0.0,0
492,6,7,,0.0,0
493,6,7,,0.0,0
494,6,7,,0.0,0
495,6,7,,0.0,0
496,6,7,,0.0,0
497,6,7,,0.0,0
498,6,7,,0.0,0
499,6,7,,0.0,0
500,6,7,,0.0,0
501,6,7,,0.0,0
502,6,7,,0.0,0
503,6,7,,0.0,0
504,6,7,,0.0,0
505,6,7,,0.0,0
506,6,7,,0.0,0
507,6,7,,0.0,0
508,6,7,,0.0,0
509,6,7,,0.0,0
510,6,7,,0.0,0
511,6,7,,0.0,0
512,6,7,,0.0,0
513,6,7,,0.0,0
514,6,7,,0.0,0
515,6,7,,0.0,0
516,6,7,,0.0,0
517,6,7,,0.0,0
518,6,7,,0.0,0
519,6,7,,0.0,0
520,6,7,,0.0,0
521,6,7,,0.0,0
522,6,7,,0.0,0
523,6,7,,0.0,0
524,6,7,,0.0,0
525,6,7,,0.0,0
526,6,7,,0.0,0
527,6,7,,0.0,0
528,6,7,,0.0,0
529,6,7,,0.0,0
530,6,7,,0.0,0
531,6,7,,0.0,0
532,6,7,,0.0,0
533,6,7,,0.0,0
534,6,7,,0.0,0
535,6,7,,0.0,0
536,6,7,,0.0,0
537,6,7,,0.0,0
538,6,7,,0.0,0
539,6,7,,0.0,0
540,6,7,,0.0,0
541,6,7,,0.0,0
542,6,7,,0.0,0
543,6,7,,0.0,0
544,6,7,,0.0,0
545,6,7,,0.0,0
546,7,8,1,30.0,3
547,7,8,2,27.0,2
548,7,8,3,25.0,2
549,7,8,4,22.0,0
550,7,8,5,8.0,1
551,7,8,6,7.5,0
552,7,8,7,6.0,0
553,7,8,8,6.0,0
554,7,8,9,6.0,0
555,7,8,10,5.0,0
556,7,8,11,4.0,1
557,7,8,12,4.0,0
558,7,8,13,4.0,0
559,7,8,14,4.0,0
560,7,8,15,3.0,0
561,7,8,16,3.0,0
562,7,8,17,3.0,0
563,7,8,18,3.0,0
564,7,8,19,2.0,0
565,7,8,20,2.0,0
566,7,8,21,2.0,0
567,7,8,22,2.0,0
568,7,8,23,2.0,0
569,7,8,24,2.0,0
570,7,8,25,1.5,0
571,7,8,26,1.5,0
572,7,8,27,1.0,0
573,7,8,,0.0,0
574,7,8,,0.0,0
575,7,8,,0.0,0
576,7,8,,0.0,0
577,7,8,,0.0,0
578,7,8,,0.0,0
579,7,8,,0.0,0
580,7,8,,0.0,0
581,7,8,,0.0,0
582,7,8,,0.0,0
583,7,8,,0.0,0
584,7,8,,0.0,0
585,7,8,,0.0,0
586,7,8,,0.0,0
587,7,8,,0.0,0
588,7,8,,0.0,0
589,7,8,,0.0,0
590,7,8,,0.0,0
591,7,8,,0.0,0
592,7,8,,0.0,0
593,7,8,,0.0,0
594,7,8,,0.0,0
595,7,8,,0.0,0
596,7,8,,0.0,0
597,7,8,,0.0,0
598,7,8,,0.0,0
599,7,8,,0.0,0
600,7,8,,0.0,0
601,7,8,,0.0,0
602,7,8,,0.0,0
603,7,8,,0.0,0
604,7,8,,0.0,0
605,7,8,,0.0,0
606,7,8,,0.0,0
607,7,8,,0.0,0
608,7,8,,0.0,0
609,7,8,,0.0,0
610,7,8,,0.0,0
611,7,8,,0.0,0
612,7,8,,0.0,0
613,7,8,,0.0,0
614,7,8,,0.0,0
615,7,8,,0.0,0
616,7,8,,0.0,0
617,7,8,,0.0,0
618,7,8,,0.0,0
619,7,8,,0.0,0
620,7,8,,0.0,0
621,7,8,,0.0,0
622,7,8,,0.0,0
623,7,8,,0.0,0
624,7,8,,0.0,0
625,7,8,,0.0,0
626,7,8,,0.0,0
627,7,8,,0.0,0
628,7,8,,0.0,0
629,7,8,,0.0,0
630,7,8,,0.0,0
631,8,8,1,40.0,4
632,8,8,2,25.0,3
633,8,8,3,16.0,0
634,8,8,4,13.0,0
635,8,8,5,11.0,1
636,8,8,6,10.0,0
637,8,8,7,10.0,0
638,8,8,8,8.0,1
639,8,8,9,8.0,0
640,8,8,10,7.0,0
641,8,8,11,6.0,0
642,8,8,12,5.0,0
643,8,8,13,5.0,0
644,8,8,14,4.0,0
645,8,8,15,4.0,0
646,8,8,16,4.0,0
647,8,8,17,3.0,0
648,8,8,18,2.0,0
649,8,8,19,2.0,0
650,8,8,20,1.0,0
651,8,8,21,1.0,0
652,8,8,22,1.0,0
653,8,8,,0.0,0
654,8,8,,0.0,0
655,8,8,,0.0,0
656,8,8,,0.0,0
657,8,8,,0.0,0
658,8,8,,0.0,0
659,8,8,,0.0,0
660,8,8,,0.0,0
661,8,8,,0.0,0
662,8,8,,0.0,0
663,8,8,,0.0,0
664,8,8,,0.0,0
665,8,8,,0.0,0
666,8,8,,0.0,0
667,8,8,,0.0,0
668,8,8,,0.0,0
669,8,8,,0.0,0
670,8,8,,0.0,0
671,8,8,,0.0,0
672,8,8,,0.0,0
673,8,8,,0.0,0
674,8,8,,0.0,0
675,8,8,,0.0,0
676,8,8,,0.0,0
677,8,8,,0.0,0
678,8,8,,0.0,0
679,8,8,,0.0,0
680,8,8,,0.0,0
681,8,8,,0.0,0
682,8,8,,0.0,0
683,8,8,,0.0,0
684,8,8,,0.0,0
685,8,8,,0.0,0
686,8,8,,0.0,0
687,8,8,,0.0,0
688,8,8,,0.0,0
689,8,8,,0.0,0
690,8,8,,0.0,0
691,8,8,,0.0,0
692,8,8,,0.0,0
693,8,8,,0.0,0
694,8,8,,0.0,0
695,8,8,,0.0,0
696,8,8,,0.0,0
697,8,8,,0.0,0
698,8,8,,0.0,0
699,8,8,,0.0,0
700,8,8,,0.0,0
701,8,8,,0.0,0
702,8,8,,0.0,0
703,8,8,,0.0,0
704,8,8,,0.0,0
705,8,8,,0.0,0
706,8,8,,0.0,0
707,9,11,1,42.0,1
708,9,11,2,41.0,4
709,9,11,3,24.0,3
710,9,11,4,15.0,0
711,9,11,5,14.0,1
712,9,11,6,14.0,0
713,9,11,7,12.0,1
714,9,11,8,12.0,0
715,9,11,9,11.0,0
716,9,11,10,9.0,0
717,9,11,11,9.0,0
718,9,11,12,9.0,0
719,9,11,13,8.0,1
720,9,11,14,7.0,0
721,9,11,15,6.0,0
722,9,11,16,4.0,0
723,9,11,17,4.0,0
724,9,11,18,3.0,0
725,9,11,19,3.0,0
726,9,11,20,3.0,0
727,9,11,21,2.0,0
728,9,11,,0.0,0
729,9,11,,0.0,0
730,9,11,,0.0,0
731,9,11,,0.0,0
732,9,11,,0.0,0
733,9,11,,0.0,0
734,9,11,,0.0,0
735,9,11,,0.0,0
736,9,11,,0.0,0
737,9,11,,0.0,0
738,9,11,,0.0,0
739,9,11,,0.0,0
740,9,11,,0.0,0
741,9,11,,0.0,0
742,9,11,,0.0,0
743,9,11,,0.0,0
744,9,11,,0.0,0
745,9,11,,0.0,0
746,9,11,,0.0,0
747,9,11,,0.0,0
748,9,11,,0.0,0
749,9,11,,0.0,0
750,9,11,,0.0,0
751,9,11,,0.0,0
752,9,11,,0.0,0
753,9,11,,0.0,0
754,9,11,,0.0,0
755,9,11,,0.0,0
756,9,11,,0.0,0
757,9,11,,0.0,0
758,9,11,,0.0,0
759,9,11,,0.0,0
760,9,11,,0.0,0
761,9,11,,0.0,0
762,9,11,,0.0,0
763,9,11,,0.0,0
764,9,11,,0.0,0
765,9,11,,0.0,0
766,9,11,,0.0,0
767,9,11,,0.0,0
768,9,11,,0.0,0
769,9,11,,0.0,0
770,9,11,,0.0,0
771,9,11,,0.0,0
772,9,11,,0.0,0
773,9,11,,0.0,0
774,9,11,,0.0,0
775,9,11,,0.0,0
776,9,11,,0.0,0
777,9,11,,0.0,0
778,9,11,,0.0,0
779,9,11,,0.0,0
780,9,11,,0.0,0
781,9,11,,0.0,0
782,9,11,,0.0,0
783,9,11,,0.0,0
784,9,11,,0.0,0
785,9,11,,0.0,0
786,10,9,1,31.0,2
787,10,9,2,27.0,2
788,10,9,3,25.5,2
789,10,9,4,20.0,0
790,10,9,5,19.0,0
791,10,9,6,16.5,1
792,10,9,7,13.0,0
793,10,9,8,10.0,1
794,10,9,9,10.0,0
795,10,9,10,8.0,1
796,10,9,11,6.0,0
797,10,9,12,5.0,0
798,10,9,13,5.0,0
799,10,9,14,5.0,0
800,10,9,15,3.0,0
801,10,9,16,3.0,0
802,10,9,17,2.0,0
803,10,9,18,2.0,0
804,10,9,19,2.0,0
805,10,9,,0.0,0
806,10,9,,0.0,0
807,10,9,,0.0,0
808,10,9,,0.0,0
809,10,9,,0.0,0
810,10,9,,0.0,0
811,10,9,,0.0,0
812,10,9,,0.0,0
813,10,9,,0.0,0
814,10,9,,0.0,0
815,10,9,,0.0,0
816,10,9,,0.0,0
817,10,9,,0.0,0
818,10,9,,0.0,0
819,10,9,,0.0,0
820,10,9,,0.0,0
821,10,9,,0.0,0
822,10,9,,0.0,0
823,10,9,,0.0,0
824,10,9,,0.0,0
825,10,9,,0.0,0
826,10,9,,0.0,0
827,10,9,,0.0,0
828,10,9,,0.0,0
829,10,9,,0.0,0
830,10,9,,0.0,0
831,10,9,,0.0,0
832,10,9,,0.0,0
833,10,9,,0.0,0
834,10,9,,0.0,0
835,10,9,,0.0,0
836,10,9,,0.0,0
837,10,9,,0.0,0
838,10,9,,0.0,0
839,10,9,,0.0,0
840,10,9,,0.0,0
841,10,9,,0.0,0
842,10,9,,0.0,0
843,10,9,,0.0,0
844,10,9,,0.0,0
845,10,9,,0.0,0
846,10,9,,0.0,0
847,10,9,,0.0,0
848,10,9,,0.0,0
849,10,9,,0.0,0
850,10,9,,0.0,0
851,10,9,,0.0,0
852,10,9,,0.0,0
853,10,9,,0.0,0
854,10,9,,0.0,0
855,10,9,,0.0,0
856,10,9,,0.0,0
857,10,9,,0.0,0
858,10,9,,0.0,0
859,10,9,,0.0,0
860,10,9,,0.0,0
861,10,9,,0.0,0
862,11,10,1,43.0,5
863,11,10,2,34.0,1
864,11,10,3,19.0,2
865,11,10,4,18.0,0
866,11,10,5,16.0,1
867,11,10,6,10.0,0
868,11,10,7,10.0,0
869,11,10,8,8.0,1
870,11,10,9,8.0,0
871,11,10,10,8.0,0
872,11,10,11,7.0,0
873,11,10,12,6.0,0
874,11,10,13,6.0,0
875,11,10,14,6.0,0
876,11,10,15,4.0,0
877,11,10,16,4.0,0
878,11,10,17,4.0,0
879,11,10,18,4.0,0
880,11,10,19,3.0,0
881,11,10,20,3.0,0
882,11,10,21,3.0,0
883,11,10,22,3.0,0
884,11,10,23,2.0,0
885,11,10,24,1.0,0
886,11,10,25,1.0,0
887,11,10,26,1.0,0
888,11,10,27,1.0,0
889,11,10,,0.0,0
890,11,10,,0.0,0
891,11,10,,0.0,0
892,11,10,,0.0,0
893,11,10,,0.0,0
894,11,10,,0.0,0
895,11,10,,0.0,0
896,11,10,,0.0,0
897,11,10,,0.0,0
898,11,10,,0.0,0
899,11,10,,0.0,0
900,11,10,,0.0,0
901,11,10,,0.0,0
902,11,10,,0.0,0
903,11,10,,0.0,0
904,11,10,,0.0,0
905,11,10,,0.0,0
906,11,10,,0.0,0
907,11,10,,0.0,0
908,11,10,,0.0,0
909,11,10,,0.0,0
910,11,10,,0.0,0
911,11,10,,0.0,0
912,11,10,,0.0,0
913,11,10,,0.0,0
914,11,10,,0.0,0
915,11,10,,0.0,0
916,11,10,,0.0,0
917,11,10,,0.0,0
918,11,10,,0.0,0
919,11,10,,0.0,0
920,11,10,,0.0,0
921,11,10,,0.0,0
922,11,10,,0.0,0
923,11,10,,0.0,0
924,11,10,,0.0,0
925,11,10,,0.0,0
926,11,10,,0.0,0
927,11,10,,0.0,0
928,11,10,,0.0,0
929,11,10,,0.0,0
930,11,10,,0.0,0
931,11,10,,0.0,0
932,11,10,,0.0,0
933,11,10,,0.0,0
934,11,10,,0.0,0
935,11,10,,0.0,0
936,11,10,,0.0,0
937,11,10,,0.0,0
938,11,10,,0.0,0
939,11,10,,0.0,0
940,11,10,,0.0,0
941,11,10,,0.0,0
942,11,10,,0.0,0
943,11,10,,0.0,0
944,11,10,,0.0,0
945,11,10,,0.0,0
946,11,10,,0.0,0
947,11,10,,0.0,0
948,11,10,,0.0,0
949,11,10,,0.0,0
950,11,10,,0.0,0
951,11,10,,0.0,0
952,11,10,,0.0,0
953,12,8,1,34.0,2
954,12,8,2,33.0,2
955,12,8,3,21.0,2
956,12,8,4,21.0,0
957,12,8,5,16.0,0
958,12,8,6,12.0,1
959,12,8,7,11.0,0
960,12,8,8,11.0,0
961,12,8,9,9.0,1
962,12,8,10,6.0,0
963,12,8,11,4.0,0
964,12,8,12,4.0,0
965,12,8,13,3.0,0
966,12,8,14,3.0,0
967,12,8,15,3.0,0
968,12,8,16,3.0,0
969,12,8,17,2.0,0
970,12,8,,0.0,0
971,12,8,,0.0,0
972,12,8,,0.0,0
973,12,8,,0.0,0
974,12,8,,0.0,0
975,12,8,,0.0,0
976,12,8,,0.0,0
977,12,8,,0.0,0
978,12,8,,0.0,0
